user_id,asset_id,token_id,amount
did:axn:67f9ee8a-46cc-4928-80ba-dcdfa43642c5,did:axn:9b72654e-e544-4605-a1f5-5c9370be5098,b3982e0099cce0494ba7a675df117118e725f30d6827213b594606d132f90ca8,100000.0
did:axn:67f9ee8a-46cc-4928-80ba-dcdfa43642c5,did:axn:28a03f08-266f-43a8-9c91-3774c6755f34,1163194d4f4bcebd0d67c66f948d3ccb30bfa88f6d35b2a074847861e2d240c4,200.0
did:axn:67f9ee8a-46cc-4928-80ba-dcdfa43642c5,did:axn:c717ac16-68e4-4b87-ba30-6a5904a51591,5a672d1c0193fdd849d1bc26e49b84d360606bd582a0302dd1899bd0e79f00bd,1.0
did:axn:67f9ee8a-46cc-4928-80ba-dcdfa43642c5,did:axn:2a0c7896-2955-4765-bb2c-436a5e75647c,0fb0b80f6af366e11fa5e3fafe64f9007c87e4ddcd647bec3e688e8e48cf0a56,10.0
